report_id,event_desc
0950625,Employee's leg broken when run over by bin trailer
0215300,Employee dies days after explosion and fire
0950632,Employee Burned in Fire
0950613,EMPLOYEE SUFFERS BACK INJURY DUE TO SLIP AND FALL
0316400,Employee killed when struck by rolling boulder
0521400,Employee's pelvis fractured between forklift and I-beam
0111100,EMPLOYEE KILLED WHEN STRUCK BY PIECE OF GRINDING WHEEL
0950614,Employee Injures Head and Shoulder in Fall from Rafters
0253670,Employee Injured in Trench Cave-In
0521100,Employee Dies in Trench Cave-In
0552700,Employee Is Killed When Head Trapped by Sweeper Dump
0950636,"Employee Falls Through Open Skylight, Suffers Fractures"
0213900,Worker Is Killed When Scissor Lift Tips Over
0552610,Three employees killed in explosion and fire
0352420,FALL FROM MOBILE SCAFFOLD
0950624,Two Employees Are Injured in Snow Mobile Accident
0551800,Employee injured when arm becomes caught in machine rollers
0454510,Employee's leg fractured when struck by falling buggy
1054191,Two employees burned in explosion
0751910,Toxic Atmosphere in Confined Space Kills Two Employees
0950613,Employee Is Injured in Fall from Tanker Truck Catwalk
0454711,Employee Is Pinned by Forklift and Is Killed
0454510,Employee Is Killed after Being Struck by a Rolling Object
0950622,Employee killed when struck by falling tree limb
0950632,Employee Is Injured While Using Conveyor
0950645,Employee injured when struck by overturned cart
0453710,Employee Is Killed in Fall
0317500,Demolition Worker Is Killed in Fall from Man Basket
0317900,EMPLOYEE KILLED WHEN STRUCK AGAINST BRIDGE
0950625,EMPLOYEES AFFECTED BY AMMONIA RELEASE AT PLANT
0524700,Employee Is Caught in Automated Drill and Killed
0950644,Employee Burned While Welding
0419400,Employee Is Struck and Killed by Falling Tree
0355114,Two employees killed when crane collapses
0552652,Firefighter Suffocates Inside Burning Building
0317500,Employee killed in fall from ladder
0950622,Employee's fingertip amputated by kicker chain
0950613,Employee injured when shot during delivery work
0454510,Employee killed when run over by tractor
0950643,Employee Fractures Leg When Struck by Bin
0454510,Employee Injured When Struck By a Forklift
0453710,Two Employees Are Burned When Gasoline Tank Explodes
0950621,ELECTRIC SHOCK - DIRECT CONTACT WITH ENERGIZED PARTS
0950633,Plasterer Fractures Spine in Fall from Scaffold
0950621,Worker Amputates Fingers While Cleaning Chain Saw
0950631,Employee's foot amputated when caught between bus and roller
0950632,"Employee Is Struck by Falling Block, Fractures Pelvis, Knee"
0950645,Employee become ill after inhaling cleaning solution
0950611,Employee injured in fall from plank
0112000,Employee killed when caught by paper roll transfer table
0950637,Employee's Foot Is Burned by Chemicals
0551701,Worker on Garbage Truck Is Crushed Between Truck and Pole
0950643,Employee Falls While Servicing Conveyor
1054114,STRUCK BY WHIPPING WIRE ROPE
0317000,Employee killed when run over by backing truck
0352440,Employee injured in fall when scaffold ladder fails
0751910,HAND CAUGHT IN CHAIN & SPROCKET
0317000,Employee killed in fall through metal decking
0950621,Carpenter Is Injured in Fall from Scaffold
0950632,EMPLOYEE TRIPPED AND FELL AND FRACTURED BOTH UPPER ARMS
0950645,Employee killed when run over by farm tractor
0625500,Archaeologist Dies from Heat Stroke
0317500,Employee dies when struck by falling steel
0626700,Employee is killed when hot waterline ruptured
0950642,Employee Is Struck by Falling Object
0626300,Employee died when arm caught in rewinder paper machine
0950611,Automotive Technician Killed While Working Under Vehicle
0454712,Employee Dies of Possible Cardiac Arrest
0950642,Employee Injured When Pallet of Cans Fell
0950614,Employee injured when pinned between leads and driven pile
0950641,ELECTRIC SHOCK - DIRECT CONTACT WITH OVERHEAD LINE
0950614,Employee receives chemical burns from wet concrete
0352430,Employee Is Severely Injured When Struck by Forklift
0950621,Employee is injured after falling from roof
0454510,Employee Is Killed in Fall from Roof
0950633,Employee injured in fall from ladder
0830700,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU MATERIAL
0950635,Employee hospitalized after falling from roof
0854910,One employee killed and four injured in chemical explosion
0522000,Employee Falls from Roof and Is Killed
0214700,Employee Is Asphyxiated in Fall Into Sewage Pit
0418800,"Employee Falls Through Roof Opening, Is Killed"
0950635,Employee suffers finger amputation
0950621,Employee's right forearm crushed by setworks arms
0253630,Toll collector killed while crossing lane
0950631,Employee Sustains Multiple Fractures When Hit by Vehicle
1054115,Employee struck and killed by felled tree
0522300,Employee Is Killed When Struck by Automobile
0626700,Employee dies from fall in tank
0950625,Employee Crushes Hand in Cotton Harvesting Equipment
0626300,STRUCK IN HEAD BY TWO BY FOUR BOARD
0950642,Employee Is Injured by Pallet Jack
0626600,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU POLE GROUND
0950643,Employee's hand cut by revolving saw blade
0950642,Employee lacerates hand in metal lathe
0522500,Employee killed while boarding crane from catwalk
0950621,Misuse of Paper Shredder Causes Amputation of Fingers
0215000,Employee killed when struck by falling metal door
0950642,Employee iis njured in fall from railing of mixer
1054116,Employee Dies after Back Is Fractured in Fall from Platform
0950635,Employee Amputates Finger in Machine
0830300,Employee killed in 6 ft fall from unsecured work platform
0950624,Employee Experiences Muscle Cramp from Heat Exhaustion
0454716,Vehicle Pins and Kills Employee
0625100,Employee killed in fall from roof
0452110,Employee Killed When Caught In A Die Casting Machine
0950652,Employee killed when run over by tunnel mucker
0950411,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU METAL PIPE
0951510,EMPLOYEE CRUSHED BETWEEN ROLLERS
0454510,ELECTRIC SHOCK - GROUND FAULT IN FLEXIBLE SUPPLY CORD
0253650,Three Firefighters Are Injured While Fighting Fire
0453710,Employee killed in fall from stepladder
0453710,EMPLOYEE AMPUTATED FINGER IN PUNCH PRESS
0317000,Employee Drowns While Working on a Hopper Barge
0950626,Employee burned by hot flux spraying from tanker
0950624,Employee's fingertip amputated in turkey slicer
0950612,Employee Killed in Fall from Stairway Landing
0751910,Employee's Hand Is Amputated When Caught in Machine
0453720,Employee dies of coronary artery disease
0316700,Employee suffocates pinned between forklift and storage rack
0253650,Employee Dies When Ejected from Truck
0213900,Employee killed in fall from tree during removal
0521400,Employee's Wrist Is Amputated When Struck by Blades
0950642,Employee's finger amputated by unguarded machine
0950645,Employee falls from unsupported plywood platform and injured
0626300,Employee dies when struck by tree
0950633,Employee's ankle fractured in fall to floor
0213400,Employee Is Killed When Struck by Falling Trusses
0552700,EMPLOYEE KILLED WHEN TRUCK SLIPPED OFF JACK
0134000,Employee injured in fall through roof membrane
0950624,Employee 's Finger Is Amputated
0950625,Employee's shoulder fractured by falling steel pipe
0552700,ELECTRIC SHOCK - DIRECT CONTACT WITH OVERHEAD LINE
0521400,EMPLOYEE DIES FROM NATURAL CAUSES WHILE  LABELING A BOX
0935000,Employee killed after falling from boat
0953220,"A Genie Aerial Work Platform Fell, Striking Employee"
0950624,"Employee Drives Vehicle Into Canal, No Injury Involved"
0454510,Employee killed when struck by wood panel
0950631,Two employees injured when top of trench wall collapses
0950643,Employee injured in fall from top of fuel tank
0950625,Employee's fingertip amputated in bandsaw
0950622,Employee injured from fall of 10 ft
1055340,Employee falls off stool and dies from head injuries
0215800,Employee struck and killed by flying scrap metal
0950663,Employee Suffers Concussion in Fall from Jacob Ladder
0830500,Four employees killed when excavation caves in
0420600,"Employee Falls, Dies from Head Injuries"
0950625,Employee amputates foot while cleaning slicing machine
0521100,"Employee Suffers Head Injury, Later Dies"
0950625,"Employee's Ppe Caught in Rollers, Lacerates Arm and Chest"
0950626,Two employees injured when one falls from extension ladder
0523300,Two employees injured in fall when trusses collapse
0352430,Employee's fingertip amputated in clevis pin hole
0524500,Employee crushed to death by tractor that overturns
1054118,EMPLOYEE INJURED IN FALL FROM GARBAGE TRUCK
0950635,Employee Is Treated for Unknown Illness
0625700,Employee killed in fall from refuse truck
0213600,ELECTRIC SHOCK - CAUSE UNKNOWN
0336000,Employee dies after fall into boiler cyclone
0355112,Employee dies of burns when acetylene torch ignites solvent
0950623,Employee fractures ankle after slip on ice
0134000,Employee is injured in fall from extension ladder
0950636,Employee's Hand Lacerated by Miter Saw
0950641,Laborer in Excavation Is Overcome by Exhaust from Compactor
0522300,EMPLOYEE CRUSHED TO DEATH WHEN PIANO FELL ON HIM
0950623,Electric Shock - Contact with Overhead Line thru Metal Pipe
0216000,Employee dies after struck by train while crossing tracks
0950632,"One killed, one injured when struck by flying pressure plate"
0950643,Employee's arm and hand are injured in a conveyor
0950636,Employee's Hand Is Caught in Crimping Machine Rolls
1055320,Employee killed in fall from third floor window
1054114,Employee is injured when struck by log
0950642,Employee Is Struck by Cart and Sustains Fractures
0214200,Employee fractures ankle in fall into open silo hatch
0950613,Employee Is Injured When Forklift Gets Caught on Rope
0418200,Employee crushed & killed between concrete manhole sections
0950614,Employee Dies After Falling From A Rolling Ladder
0453710,Employee Is Crushed While Straightening Bricks
0950613,Employee falls from roof of house
0454510,EMPLOYEE KILLED WHEN CAUGHT IN NAPPING MACHINE
0352410,Employee Dies in Fall from Scissor Lift
0950633,Employee Is Severely Burned in Confined Space
0418300,EMPLOYEE KILLED WHEN CAUGHT BETWEEN TRASH BOX AND STEEL POLE
0950614,Employee injured by falling cases of milk
0215000,Employee killed when struck by falling plank
0213900,Burn - Electrical Fault in Underground Vault
0454711,Employees Killed When Building Collapses During Tornado
0551800,Employee is killed when fork lift truck overturns
0524500,Employee dies after falling from communication tower
1032500,Employee Is Struck by Log and Killed
0951510,Employee Falls from Tree and Dies
0625700,Employee killed in 40 ft fall from girder on drill rig
0317020,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU CONDUIT
0215800,Employee crushed and killed when backhoe rolls over
0355119,Employee crushed to death under skidder wheel
0111400,Mechanic Is Killed When Shirt Is Caught on Rotating Shaft
0522000,EMPLOYEE INJURED IN FLASH FIRE
0950633,Employee's hand amputated by pinch rollers of bag machine
0453710,Employee killed when buried in trench cave-in
0626300,Employee Killed In Fall From Elevation
0950621,Employee amputates tip of right thumb in conveyor accident
0855610,Employee killed when crushed by concrete vault
0950645,electric shock - direct contact with energized parts
0950622,Employee injured when struck by skidding pickup truck
0419700,Employee Is Killed When Steel Column Falls
0453710,GASOLINE FUMES IGNITED AND BURNED EMPLOYEE
0452110,Employee Is Killed When Skidder Rolls Over
0950624,Employee Amputates Finger While Operating Lift
0636900,Employee Dies of Suffocation Inside Manhole
0950621,Employee injured when pinned after jump from forklift
0626600,Employee killed in fall from fixed ladder
1054111,Employee Experiences Reaction to Medication
0253640,Employee killed when struck by a motor vehicle
0950636,Employee Fractures Leg When Struck by Metal Pipes
1050210,Rescue trainee killed in fall from training tower
0855610,Employee killed in trench cave-in
0950622,"Employee injured in fall through skylight, later dies"
0625700,Employee dies of brain hemorrhage
0950622,REAR WHEEL OF TRACTOR ROLLED BACK OVER EMPLOYEE
0316300,Employee Is Struck and Killed by Falling Pallet of Doors
0950636,Employee Fractures Leg in Forklift Collision
0950641,Employee Injured Installing Sheet Metal
0950615,Employee fractures arm in fall from pallet rack
0950643,Employee's forearm lacerated by saw blade
0521700,Employee killed in fall from ladder
0950633,Employee slipped and fractured knee in same-level fall
0950636,Employer Is Injured When Hit in Head
0950642,Employee slips and brakes forearm
0950631,Employee's ankles fractured in hopper of concrete molder
0453710,Employee Killed When Scissor Lift Tips Over
0950626,Employee injured in fall through roof opening
0625700,Employee Is Killed in Fall from Tree
0950621,Employee's Fingers Are Amputated in Fan
0419700,Employee killed in fall from aerial lift
0522000,Employee injured when crane strikes scissor lift
0521400,Employee Suffers Amputation Due To Forklift Accident
0950643,Employee Is Injured in Fall from Scaffold
0418300,Five Employees Hospitalized After Chemical Exposure
0453710,Employee Is Burned by Hot Cooking Oil
0453710,Employee's finger injured in rivet machine
0950614,Employee Injured In Fall From Platform Elevated By Forklift
0951510,Employee Dies During Diving Excursion
0627700,Employee electrocuted installing limit switch on dishwasher
0454510,Employee exposed to chemical vapor from spill
0418800,EMPLOYEE KILLED WHEN STRUCK BY BACKING DUMP TRUCK
0854910,Employee's finger lacerated in metal shear
0950622,Employee injured in fall from mobile scaffold
0950615,Employee injured in fall through office ceiling
0625700,Employee killed after being struck by load of wood
0950643,Employee is injured in fall from roof
0521700,Employees Chemically Burned by Leaking Dimethyl Sulfate Pipe
0352430,Employee Amputates Finger in Shear Machine
0953220,Employee killed in fall from roof
0454713,Employee's Legs Are Amputated after Caught in Conveyor Belt
1054118,Employee injured during altercation with inmate
0454721,Employee dies from myocardium infarction
0950621,Employee Injured When Metal Object Strikes in Eye
0950636,Worker Amputates Fingers on Pallet Notcher Machine
0453710,ELECTRIC SHOCK - GROUND FAULT IN PORTABLE GENERATOR
0213100,Employee Dies from Acute Myocardial Infarction
0352420,LEFT THUMB SEVERED BY METAL IN METAL BRAKE
0950644,Employee's thumb lacerated on circular table saw
1054118,Employee Killed When Crushed Between Lumber Stacks
0950641,Employee Fractures Both Hands Falling Through Unguarded Hole
0522300,Employee killed between steel coil and machine
0418300,STRUCK BY FLYING PIECE OF EXPLODED AIR RECEIVER
0950631,Employee's finger severed when machine overturns
0625400,Employee dies after suffering from heat stroke
0751910,Employees bruised in roofing accident
0950632,Employee's Hand Smashed by Exam Equipment
0950643,Employee Amputates Finger in Blower's Moving Parts
1054115,Employee injured by fall from roof truss
1054118,Employee falls through roof skylight and is hospitalized
0950621,Employee Falls from Ladder and Receives Injuries
0950642,Employee twists and fractures ankle while carrying fan
0950653,Employee Is Injured from Water Jet
0950635,Employee injured in fall through window opening
1054116,Employee's fingers injured in cut-off saw
1054113,Employee Is Struck and Killed by Falling Steel Beam
0418100,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU LOAD LINE
0214500,EXPOSED TO AMMONIA VAPORS
0854910,Employee killed in fall through skylight
0213900,EMPLOYEE INJURED IN EXPLOSION OF MIXING CHAMBER
0625400,Employee Dies from Possible Carbon Dioxide Poisoning
0419700,Employee electrocuted checking wiring in crawl space
0950644,Employee Fractures Ankle When Struck by Load on Crane
1032500,HEART ATTACK CAUSES FRONT-END-LOADER TO ROLL OVER
0420300,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU SCAFFOLD
0524200,CRUSHED BY OVERTURNING FORKLIFT
1050210,Employee is struck by a forklift
0950624,Employee's Fingertip Amputated While Clearing Machine
1055350,Employee struck by log while trying to outrun it
0950651,Employee's foot injured when caught between K-rails
0950611,Employee Slips on Puddle of Liquid and Fractures Knee
0355111,Employee killed in trench cave-in
0950621,Employee Is Injured in Fall from Ladder
0728500,Employee killed in fall from fire escape
0950623,Employee injured in fall from elevated loader bucket
0317900,Employees and Clients Overcome by Carbon Monoxide Poisoning
0355114,Employee injured when pinned between bucket and trench box
0627700,EMPLOYEE FELL DOWN STAIRS ON WAY TO LUNCH
0950622,Employee Is Injured While Driving Water Truck
0950645,Employee injured in 20 1/2 foot fall from scaffold
0950622,Employee right leg cut by a falling pipe
0950623,Employee injured in trench excavation cave-in
0950411,ELECTRIC SHOCK - GROUND ROD CONTACT WITH UNDERGROUND LINE
0950643,EMPLOYEE AND OWNER WERE BURNED WHILE FIXING FAN
0317700,Employee died when struck by vehicle
0420100,EMPLOYEE DIES FROM CHEMICAL BURNS
0830300,Employee Is Killed in Fall Through Floor Opening
0625700,Employee dies of asphyxia in trench cave-in
0454510,EMPLOYEE KILLED WHEN STRUCK BY FALLING TREE
0355119,EMPLOYEE CRUSHED BY OVERTURNED INDUSTRIAL TRUCK
0950411,Employee pinned bewteen equipment
0355112,"Employee Suffers Heart Attack, Later Dies"
0551800,Employee Is Injured in Fall from Ladder
0950613,Employee's leg injured when run over by tow tractor
0951510,"One employee killed, three injured in fall from girder"
0950624,Employee Struck by Falling Bins
0950611,Employee Is Injured When Struck by Forklift
0950645,Engineer's fingers crushed by pulper machine
0751910,EMPLOYEE'S FINGERTIP LACERATED BY AN ELECTRIC PLANER
0751910,"Employee Amputates Fleshy Finger Tip, While Cleaning Machine"
1054112,Employee Is Injured When Crushed in Milling Machine
0215800,"One killed, one injured by falling metal storage baskets"
0950644,"Employee's Head Is Injured in Fall, Later Dies"
0830500,No Employees Are Injured in Accident
0950631,Employee Is Injured When Hit by Falling Lumber
0453720,Employee Falls 9 Feet Through Access Door
0316400,Employees Get Burned by Fire
0418800,Employee struck and killed by overturning vehicle
0950631,Employee Dies of Heart Attack
0317000,Employee's arm amputated in milling machine
0950615,Employee's Finger Is Amputated When Crushed Under Load
0950624,Employee's leg fractured in fall from truck crane
0419700,"1 CONSTRUCTION WORKER KILLED, 1 INJURED WHEN STRUCK BY SLAB"
0950641,Employee Is Struck by Forklift No Injury Reported
0352450,Employee Injured In Fall From Elevated Work Platform
0950642,Employee's finger amputated by unguarded saw
0854910,Employee burned by vapor cloud
1055320,Employee killed by rolling log
0627400,EMPLOYEE IS DECAPITATED BY DERRICK
0627400,Employee dies of enlarged heart
0728900,Employee partially decapitated by ejector machine
0521100,Employee killed when struck by steel plate
1054113,Employee killed in fall from scaffold
1054112,Employee Is Killed When Caught Between Forklift and Racks
0253630,Employee killed after falling from roof
0317500,Employee killed when caught in rotating shaft
0625400,EMPLOYEE'S FOOT CAUGHT AND AMPUTATED BY UNGUARDED AUGER
0950615,Employee injured in fall from roof sheathing material
0950624,Employee died after fall through wall opening
0521700,"Employee Falls from Ladder, Later Dies"
0625400,STRUCK BY FALLING CONVEYOR
0653510,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU METAL ROD
0355118,Employee injured when crushed in machinery
0950645,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM
0950633,EMPLOYEE SLIPS ON WET GRILLE AND STRAINS AND SPRAINS SPINE
0950632,Employee Dies of Natural Causes
0524200,INHALATION OF DIESEL EXHAUST FUMES
0213400,Employee killed in fall from roof
0454714,Employee is killed in trench cave-in
0950612,Employee Dies in Bulldozer Rollover
0728900,Four employees suffer overexposure to chlorine gas
0950631,Employee injured in fall through skylight
0950623,Employee's fingers amputated by moulder
0551800,Employee's fingers injured in power press
0625400,ELECTRIC SHOCK - DIRECT CONTACT WITH ENERGIZED PARTS
0950621,Worker Is Injured after Falling Off Roof
0854910,EMPLOYEE BURNED IN METHANE GAS EXPLOSION
0352420,Metal coils pin employee's leg against railing
0950612,Employee is injured in fall when ladder overturns
0453720,Employee killed in fall from tree
1054114,Employee struck by log
0950612,Employee Amputates Fingers While Using Lettuce Cutter
0950642,Employee Is Killed by Unguarded Slitting Machine
0523400,Employee dies after being struck by motor vehicle
0950632,Employee Is Struck in Throat by Load Binder Handle
0419700,Two employees burned by hot asphalt
0950642,Welder loses his leg in explosion of O2 cylinders
0111700,Employee sustains injuries when hand is caught in machine
0950623,Employee Burned by Hot Fly Ash from Collection Hopper
0454510,ELECTRIC SHOCK - STRUCK BY LIGHTNING
0418100,Employee killed  when run over by truck
0950411,Employee killed when his head is crushed by machine
0950636,Employee's Leg Is Injured While Operating Order Picker
0950622,Employee's eye injured when struck by nail
0523300,Worker Inflating Tire Fractures Pelvis When Sidewall Fails
0627400,Employee dies from second- and third-degree burns
0625700,Employee Is Killed in Fall from Platform Collapse
0352410,Two employees injured when crane collapses
0355118,Employee injured in fall from concrete pier
0352430,Employee killed when struck by forklift
0950614,Employee's Arm Is Amputated in Mixing Machine
1054112,Employee Is Injured When Boom Lift Tips Over
0950632,Prison supervisor hospitalized when attacked by inmate
1055320,ELECTRIC SHOCK - DIRECT CONTACT WITH ENERGIZED PARTS
1055350,Employee's hand caught between machine's moving parts
0728900,Employee killed when struck by crane boom
0521100,Leader Amputates Finger after Reaching Into Machine
0950411,Employee dies due to asphyxia
0521400,Worker Sustains Avulsion While Adjusting Printing Press Ink
0551800,Employee burned in aluminum dust flash fire
0950612,Employee Is Injured in Fall from Elevation
0950633,Employee Is Injured When Struck by Falling Tree
1055320,Employee killed in tractor trailer collision
0521400,Employee killed in fall from roof
0551800,Employee's finger partially amputated in press
0134000,Employee Is Injured in Fall from Golf Cart
0950621,Farm worker killed and another injured in head-on collision
0950612,Employee's hand injured in packaging machine
0950633,Employee injured in jump from outdoor sign tower
0950632,Employee injured when struck by exploding tire
0830100,Employee killed when struck by falling tree
0950633,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM
0950633,Employee's Thumb Is Amputated by Lathe
0355110,ELECTRIC SHOCK - GROUND FAULT IN ATTACHMENT PLUG FOR WELDER
0111700,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU TREE
0950624,Employee Is Injured When Struck by Truck Trailer Bed
1055340,Worker Suffocates after Falling Into Salt Pile
0522300,Employee killed when crushed by retaining wall
0931400,Employee killed when forklift overturns
0453730,Employees Are Exposed to Chemical Release with No Injuries
0950636,Employee Is Struck by Motor Vehicle
0453710,EMPLOYEE'S ARM AMPUTATED WHEN PINNED IN ELEVATOR BELT
0551800,Employee's finger lacerated in point of operation
0950645,Employee injured when steel canopy beams collapse
0950615,Employee's finger amputated by forklift radiator fan
0521400,Employee killed when crushed by rolling garbage truck
0625700,Employee Is Killed in Fall from Elevation
0751910,Employee's finger injured in T-straightener machine
0950624,Worker Sustains Fracture When Forklift Tips Over
1050210,Employee killed when crushed by falling derrick mast
0950645,Employee injured in fall from stepladder
0950613,Employee Injured In Fall From Concrete Form
0317500,"Employee killed when enters door machine, cause unknown"
0953220,Construction worker killed in fall from scaffold
0950611,Employee falls from ladder and injures foot
0454510,Employee injured in fall from scaffold
0454711,Electric Shock & Fall - Contact with Energized Conductor
0854910,Employee drowned when tug took on water
0524530,EMPLOYEE KILLED WHEN STRUCK BY PUMP JACK COUNTERWEIGHT
0950631,Employee dies after fall at amusement park
0950622,Employee injures back and shoulder in fall through skylight
0950631,Employee's hand crushed in dough divider
0522000,Employee injured in fall from scissor lift scaffold platform
0950642,Employee Amputates Finger While Using Press Brake
0552651,Worker Dies after Being Run over by Tractor Backhoe
0453710,Employee Falls with Lift and Later Dies
0950622,Employee injured when fell from a rolling scaffold
0854910,Employee killed in trench cave-in
0352440,EMPLOYEE COLLAPSED ONTO FORGE MACHINE FEED TROUGH
0950622,Employees finger tips amputated in machinery
1054116,Employee Is Injured When Struck by Falling Tree Section
0950644,Employee's finger amputated while cutting pork ribs
0418300,Employee killed when chain link fence falls on her
0625700,Employee killed when head crushed by conveyor
0830300,STRUCK AND CRUSHED BY FALLING HINGED FLOOR SECTION
0111500,Employee Is Injured When Struck by I-Beam
0626600,Employee killed in fall from roof
1055350,Employee dies from burns when air inside tank ignites
0636900,Employee dies frome fall down 6 feet of stairs
0950615,"One employee killed, another injured when struck by column"
0950624,Employee Is Injured after Tripping
1054112,Employee burned by sulfuric acid
1032500,Employee lacerated while cleaning auger
0523900,Employee's finger amputated in engine lathe
0950623,Employee's finger amputated when caught in v-belt drive
0521700,Employee killed when crushed by wheels of truck
0950614,Employee Injures Eyes with Caustic Solution
0950641,Worker Amputates Tip of Finger on Pneumatic Muffin Depositor
0418600,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU FLAGPOLE
0950615,Employee crushed by loader
0627410,Employee killed in 70 foot fall from billboard platform
0523300,Employee injured when struck by falling derrick boom
0950643,Employee's left finger partially amputated
0523400,Employee Dies from Possible Heart Attack
0317300,Employee Is Injured While Repairing Freight Elevator
0418600,Employee killed when crushed by concrete block
0214200,Employee killed in 15 ft fall through wall opening
0950624,Employee's finger caught in punch press
0950625,Employee's fingertip amputated in chain and sprocket
0418800,Employee killed in 20 ft fall down elevator shaft
0419000,Security guard drowns after falling in river on rounds
1054118,Employee Killed When Struck By Skyline Cable
1054116,Employee's head lacerated when forklift tips over
0352440,CONSTRUCTION WORKER INJURED WHEN HE FELL FROM ATOP WALL
0950631,Employee burned by hot asphalt
0627700,CONSTRUCTION WORKER KILLED IN FALL FROM BRIDGE
0950641,Employee's fingers amputated in baler
0552651,Employee killed in fall from stairway landing
0418600,Employee killed when crane load line strikes power line
0950633,Employee Falls from Roof and Sustains Unspecified Fractures
0626300,Employee killed when struck by a vehicle
0215300,Employee killed when run over by truck and trailer
0213900,Employee Is Asphyxiated in a Hopper
0854910,Two employees killed in excavation cave-in
0950626,Employee crushed and killed on oil well
0728500,Employees Killed When Asphyxiated by Corn Pile
0418100,"FURNACE UNDER REPAIR EXPLODED, EMPLOYEES INJURED"
0625400,Employee killed in oil rig explosion and fire
